9.361016836409677;0.0	9.475674595616285;0.0	9.645405789336564;0.0	7.917992187172879;0.0	7.060077010065485;0.0	
9.713151464757178;0.0	9.615048507456777;0.0	9.070684693335389;0.0	7.724340187900088;0.0	7.737503702205186;0.0	
9.393279004788006;0.0	9.303902191705085;0.0	8.658752675046943;0.0	8.125999216555725;0.0	7.5022140025289055;0.0	
7.821253970782493;0.0	9.513199420938498;0.0	8.811624191778984;0.0	8.003042035487484;0.0	8.188429825766994;0.0	
8.486599962062057;0.0	9.571439011649538;0.0	7.917823788697873;0.0	7.549527952098766;0.0	6.913377266579961;0.0	
8.67001888982132;0.0	9.493859378504457;0.0	7.92227220678768;0.0	7.819095853932443;0.0	6.802561732446855;0.0	
8.901057577860735;0.0	9.447776920797162;0.0	8.463680073882427;0.0	7.224714241514263;0.0	7.2087245008312095;0.0	
8.531410904917472;0.0	8.612281687530936;0.0	8.018389824491862;0.0	7.462563137972283;0.0	7.442912776400563;0.0	
8.059955633516337;0.0	10.037718619059621;0.0	8.571058056580025;0.0	8.150319443973906;0.0	8.139109931296423;0.0	
9.278238289067481;0.0	9.309033611532099;0.0	8.81850304456251;0.0	8.294658438795283;0.0	8.390777968512594;0.0	
6.191551071674396;0.0	10.053885093966727;0.0	8.536100008849028;0.0	7.999066784047506;0.0	8.39569375930437;0.0	
8.481664622129992;0.0	9.722684217551896;0.0	8.497411496560282;0.0	9.029454939875952;0.0	8.951612448061432;0.0	
8.034188450518128;0.0	8.758743488256087;0.0	8.327877821774536;0.0	8.058222068599221;0.0	8.551395702214;0.0	
5.3755773712747414;0.0	9.039520986798024;0.0	8.198220797991457;0.0	7.301746353821973;0.0	7.39064910470153;0.0	
5.5524190675396685;0.0	9.391884361272938;0.0	8.244599437479858;0.0	8.423220469942285;0.0	8.716471722587153;0.0	
8.075326547832416;0.0	9.683177973227629;0.0	8.469769376956775;0.0	8.379098885862781;0.0	8.361940611323234;0.0	
7.403881525861169;0.0	9.473238340445771;0.0	9.849292306575213;0.0	9.54843569312089;0.0	7.897268674141053;0.0	
8.378912100104918;0.0	10.151416903019252;0.0	8.70979862621378;0.0	9.64043630399346;0.0	8.53410724985348;0.0	
8.304115481158224;0.0	9.436370041174555;0.0	7.986142065855852;0.0	8.175792687640369;0.0	7.931627645956363;0.0	
9.400444398130556;0.0	10.180477168560707;0.0	8.704184856856404;0.0	8.434745086800689;0.0	8.344879406627735;0.0	
8.970666550795176;0.0	9.149000486136703;0.0	8.26561861358602;0.0	7.997216209815446;0.0	8.09667624867576;0.0	
7.5578974487062025;0.0	9.825641041238548;0.0	7.63691391028671;0.0	7.274442507710624;0.0	7.083249859867402;0.0	
9.360535319075284;0.0	9.3837588134853;0.0	8.22566981231021;0.0	7.820708266861795;0.0	7.906622384943934;0.0	
9.595173162511378;0.0	9.929191550564454;0.0	8.294793313998206;0.0	7.8110114603436145;0.0	7.313319965073847;0.0	
9.842354537924942;0.0	8.781951808017753;0.0	7.732463292622341;0.0	7.462246698714058;0.0	7.080233005457536;0.0	
9.323180907419827;0.0	10.05309794301745;0.0	7.928965481204104;0.0	8.248529658940564;0.0	8.877876311348883;0.0	
8.335654229922383;0.0	10.38516468383843;0.0	8.693337276766;0.0	7.889307440977031;0.0	8.734472659701128;0.0	
7.285743759073044;0.0	9.590747354508569;0.0	8.482811610025163;0.0	8.211945920588983;0.0	7.626238482768061;0.0	
9.230873734777784;0.0	10.317110153782362;0.0	8.426163075164558;0.0	7.649171188507276;0.0	7.429702900268934;0.0	
8.144225353465028;0.0	8.936274329358426;0.0	7.412601851843427;0.0	7.402955859228507;0.0	7.354102097349844;0.0	
8.878043109890436;0.0	10.207629939631747;0.0	8.769587015691062;0.0	8.074433234325124;0.0	8.597853862810181;0.0	
8.109983353731637;0.0	9.60872616933079;0.0	7.808607129247925;0.0	8.328605551470622;0.0	8.381323260356936;0.0	
9.103247314783328;0.0	9.133996040151057;0.0	7.607235369501083;0.0	7.472346986546283;0.0	7.26304765947754;0.0	
8.84724214745705;0.0	9.335402098496884;0.0	7.601746409843038;0.0	8.026821796794932;0.0	7.585598403347864;0.0	
6.332477298355746;0.0	10.121269868574934;0.0	7.937390942616478;0.0	7.335898615057064;0.0	7.6323525826365985;0.0	
2.8429914639038794;0.0	9.235181691431269;0.0	7.409453861724603;0.0	7.530971123247807;0.0	6.606860319024011;0.0	
8.568743457041357;0.0	10.551724411448772;0.0	8.58532013967824;0.0	8.623662574495391;0.0	8.116164752199575;0.0	
8.267712072369864;0.0	9.927266073082825;0.0	7.804991461113937;0.0	7.2808218880411;0.0	7.4091879022475755;0.0	
7.0591687514868;0.0	10.078465086494475;0.0	7.954180130737179;0.0	7.61981914813505;0.0	7.047779970247979;0.0	
9.208110711518227;0.0	10.55115895228917;0.0	8.266245526175762;0.0	8.082045813073048;0.0	8.631838766200046;0.0	
7.195537791258178;0.0	11.17198644281771;0.0	8.02078953729896;0.0	8.002805555388985;0.0	9.535851936220206;0.0	
9.2234620906164;0.0	10.819510999972222;0.0	8.933664674637239;0.0	8.375840501981127;0.0	9.420016157511528;0.0	
9.926753115203292;0.0	10.187325896489535;0.0	8.891869633002013;0.0	9.015510372432363;0.0	9.148573832027992;0.0	
9.009057970026147;0.0	9.700734524010024;0.0	7.98777373676708;0.0	9.137587459599276;0.0	7.340144447888515;0.0	
10.318482494589173;0.0	9.873921542769772;0.0	8.393682621391939;0.0	8.72114437632057;0.0	7.502824478436549;0.0	
9.23709304056608;0.0	10.241245092572871;0.0	7.919041028343994;0.0	8.077427650383292;0.0	7.193571025301562;0.0	
8.80681211714098;0.0	10.798838445890071;0.0	8.620733353665512;0.0	9.330961641353488;0.0	7.41386857917671;0.0	
8.14761407145325;0.0	10.154466140276625;0.0	8.438869110529001;0.0	8.311390332860176;0.0	8.333637739458704;0.0	
8.687313457147049;0.0	8.76281272952683;0.0	8.25910408424539;0.0	6.744137768626114;0.0	7.876227037573367;0.0	
6.729555872667606;0.0	9.572111343489926;0.0	7.9973126895760425;0.0	6.915478179301449;0.0	7.564208445259109;0.0	
9.53702207407853;0.0	9.361840263009684;0.0	8.058527824608044;0.0	7.225928510557467;0.0	7.950745232565088;0.0	
9.584214697284208;0.0	10.209436745599875;0.0	8.490640595451621;0.0	7.1785242754289245;0.0	7.337194706900353;0.0	
9.834135554961357;0.0	10.123604393799061;0.0	8.31258238456512;0.0	8.124780682525936;0.0	7.585151425476211;0.0	
9.657518442721285;0.0	10.042379527217555;0.0	8.028180725612824;0.0	8.200760457115688;0.0	8.115554520648898;0.0	
10.91267684282813;0.0	10.287337202291944;0.0	8.344037477485314;0.0	8.34073133880823;0.0	7.865384369277465;0.0	
9.219383297220324;0.0	9.827219238129997;0.0	8.382132418519033;0.0	8.460856361666018;0.0	7.4843449186998114;0.0	
9.139986943425283;0.0	9.046332205762658;0.0	8.178366639160169;0.0	8.054692847652396;0.0	7.259044070072252;0.0	
8.831639756806242;0.0	8.39728373889911;0.0	7.549286011756954;0.0	7.689463454111876;0.0	7.378660360512473;0.0	
9.639098657984603;0.0	9.269849815800704;0.0	8.222006130276505;0.0	8.316630719287986;0.0	8.065318332396634;0.0	
8.549705622617092;0.0	10.65576105293558;0.0	8.885526611581241;0.0	8.352928636876708;0.0	8.699795834695554;0.0	
7.457468371490758;0.0	10.346635486941762;0.0	8.520587584061861;0.0	7.491049377633353;0.0	7.654721365046892;0.0	
7.47021315446558;0.0	10.24122088545935;0.0	8.133568014363671;0.0	7.774658354887717;0.0	7.12673742612511;0.0	
7.740082625875303;0.0	9.044735536005582;0.0	7.467394152919979;0.0	7.6868451366382535;0.0	6.701073415385819;0.0	
9.426468159548786;0.0	9.880679909441431;0.0	8.195623221868233;0.0	8.037054718813192;0.0	7.781703385724887;0.0	
9.217540729510018;0.0	9.358486742211596;0.0	8.244825653373452;0.0	8.151389200019612;0.0	7.968662057832063;0.0	
6.984446746366212;0.0	8.91402719635038;0.0	7.387413618686649;0.0	7.1469803671572665;0.0	7.168015852950203;0.0	
7.892427900564327;0.0	9.206935457720608;0.0	8.093146358147377;0.0	7.615717868770948;0.0	7.5243339097653;0.0	
7.809183079244238;0.0	9.626012454149059;0.0	7.797433706001387;0.0	7.501996906627353;0.0	7.103005665034168;0.0	
7.314474037340597;0.0	9.222908312733725;0.0	7.824894062255892;0.0	7.14017080783337;0.0	6.975900449066388;0.0	
8.618335333163476;0.0	8.767103994779344;0.0	7.846344864278664;0.0	8.285248662421798;0.0	8.356847475987871;0.0	
7.098010803718679;0.0	8.590129426504923;0.0	7.233553866381686;0.0	7.195626745223207;0.0	6.968182325717103;0.0	
6.042362606612568;0.0	8.062054705493528;0.0	7.339809523304327;0.0	7.631010669988052;0.0	7.346160405974041;0.0	
7.269237025455588;0.0	9.038741397048007;0.0	8.222808790596261;0.0	7.535420590512822;0.0	7.160527503492138;0.0	
6.901495189782436;0.0	8.268653869873798;0.0	6.832041673935729;0.0	6.373269063351417;0.0	6.027984736407254;0.0	
9.983405698644619;0.0	9.925632385096662;0.0	8.145109639896516;0.0	8.578777564219147;0.0	8.371446263069233;0.0	
9.784054200305773;0.0	9.343541555962931;0.0	8.906423424173884;0.0	8.472441954932151;0.0	8.363058976748226;0.0	
9.948996467031028;0.0	9.274396190226788;0.0	7.614853490851924;0.0	8.32792160730671;0.0	7.88762028283133;0.0	
9.252861601345712;0.0	10.243504820576204;0.0	8.791985304020024;0.0	7.812468326514971;0.0	8.937398609410302;0.0	
8.697997543389953;0.0	8.9635102836255;0.0	8.228703849746019;0.0	7.259826479440461;0.0	8.646306597522514;0.0	
7.8867275673492365;0.0	9.050525558106692;0.0	7.529000947877723;0.0	7.971236049982976;0.0	7.994358553592987;0.0	
6.869842826012622;0.0	9.52606199167778;0.0	8.063235186709203;0.0	8.433153577664285;0.0	8.204037499962592;0.0	
7.443212569352586;0.0	9.817397818048313;0.0	8.332725990384974;0.0	7.743323713931924;0.0	7.875037817647043;0.0	
7.572061091257566;0.0	9.365282663001228;0.0	8.074063317972522;0.0	8.258643937962105;0.0	7.602956302355727;0.0	
7.03456223594692;0.0	8.714838784892283;0.0	7.80954138093794;0.0	7.524550477828458;0.0	7.12614070030242;0.0	
5.501952979009497;0.0	8.29436129673422;0.0	7.85027836189473;0.0	7.402600890067122;0.0	6.748014096777294;0.0	
9.197044577914186;0.0	9.477388937410325;0.0	8.474652476742579;0.0	7.447745298511849;0.0	7.361317453376523;0.0	
9.8149809396153;0.0	10.06906082351082;0.0	8.702695527735202;0.0	8.409542078547751;0.0	8.634598228714255;0.0	
9.518713367376968;0.0	9.39896494433687;0.0	7.682877346867189;0.0	8.332717710820885;0.0	7.2591266925009865;0.0	
8.720129102578923;0.0	9.688360170871714;0.0	8.684962167602198;0.0	8.662029759233388;0.0	7.430714002862782;0.0	
8.124724325363609;0.0	9.755433316272255;0.0	8.444131241189254;0.0	7.7928240123685395;0.0	7.6869346396176566;0.0	
7.607558649437885;0.0	9.786025472359563;0.0	9.087653356406573;0.0	7.3248185875150735;0.0	6.955366850663252;0.0	
8.390877355174965;0.0	8.786743902619582;0.0	8.118808428874262;0.0	8.977899279721067;0.0	8.551564579803838;0.0	
6.3048051059203685;0.0	7.732408219350299;0.0	7.748782838250867;0.0	8.999551374059171;0.0	7.985923537610451;0.0	
7.162115885221615;0.0	7.833877070802516;0.0	6.990237847669463;0.0	7.4616108061268065;0.0	7.3357431859451925;0.0	
7.484992002159485;0.0	9.004768602310476;0.0	8.100997544183448;0.0	7.4540129901387;0.0	7.453521258842064;0.0	
7.550652268728402;0.0	8.311464890742737;0.0	6.637366085812778;0.0	6.938270672525725;0.0	6.913002946468435;0.0	
8.979911395359936;0.0	9.619902534242282;0.0	7.90411877989376;0.0	7.41962175859609;0.0	9.359637647177564;0.0	
9.571229840945797;0.0	9.932599391403613;0.0	8.440858705470715;0.0	8.534850946889295;0.0	8.949757523123468;0.0	
8.631189439842759;0.0	9.460437418779009;0.0	8.025021923505815;0.0	7.690476171534251;0.0	7.783946819763003;0.0	
9.525052178145286;0.0	9.8384163499459;0.0	8.870809849454321;0.0	8.526626613221504;0.0	7.500241173161648;0.0	
8.793207949508103;0.0	9.232324580587855;0.0	8.982043465626097;0.0	8.857525981464818;0.0	7.57203984450742;0.0	
8.311807268088637;0.0	8.964687071773206;0.0	9.242219027843387;0.0	8.942733359530951;0.0	7.4881863380194975;0.0	
7.545791916842326;0.0	8.761721602018813;0.0	8.823948439006257;0.0	8.28555375481497;0.0	8.14621050682178;0.0	
8.514028060700229;0.0	8.953228379621716;0.0	8.02109236867554;0.0	7.616904358937719;0.0	7.022643036387157;0.0	
8.020699129207465;0.0	8.690986243219246;0.0	8.063244440595483;0.0	7.329013633372603;0.0	7.036969477752374;0.0	
8.725849406480693;0.0	8.175149941867474;0.0	7.663088184804906;0.0	8.005690216097449;0.0	7.591687443459262;0.0	
7.834204485313799;0.0	8.422981204312569;0.0	7.251231422980114;0.0	8.03884220296871;0.0	8.405982986768475;0.0	
6.700997866884197;0.0	7.257477697547964;0.0	6.563725267896734;0.0	6.3327105601647835;0.0	7.019843573342561;0.0	
9.900433056218752;0.0	10.410824891122354;0.0	8.653500379732717;0.0	8.54898056558783;0.0	8.491596500002448;0.0	
6.92260031985702;0.0	8.55064055186246;0.0	6.68504247244723;0.0	6.342329692606575;0.0	6.398468071119722;0.0	
8.36760223716593;0.0	9.566821377277794;0.0	7.52772301754275;0.0	7.009101406804362;0.0	7.769157607452999;0.0	
9.111751038228569;0.0	10.03397452754206;0.0	8.480810824489645;0.0	8.001045148612652;0.0	8.287675965126457;0.0	
8.800848652594617;0.0	8.95648608454361;0.0	7.690836390355453;0.0	6.906634557969779;0.0	6.598125437981081;0.0	
8.756845584194942;0.0	8.833495497819264;0.0	8.082462380554725;0.0	7.800194228973813;0.0	8.067451296365912;0.0	
8.627855867212476;0.0	8.531454640816154;0.0	6.949972519943882;0.0	6.119752891270005;0.0	6.0231806549754685;0.0	
7.202916972632411;0.0	7.58172896471815;0.0	6.192129345157042;0.0	5.40539062596452;0.0	5.1668190181428795;0.0	
7.766999005281404;0.0	8.682811446021613;0.0	7.6383517182047544;0.0	8.63466321610468;0.0	7.948695899551071;0.0	
8.090372452831929;0.0	7.910242640100443;0.0	7.1896833393517126;0.0	7.136671049508582;0.0	7.046430432631407;0.0	
6.330657585028915;0.0	6.817512614756817;0.0	6.48694968647428;0.0	6.7891777518007075;0.0	6.4085776697462835;0.0	
9.0174980070291;0.0	10.22107910107659;0.0	8.571289564365792;0.0	8.329951132753997;0.0	8.559965623860865;0.0	
7.213288408000045;0.0	7.471296036566623;0.0	6.190140350459395;0.0	6.225556700660441;0.0	6.391023476592646;0.0	
8.385025064123365;0.0	10.24200292853498;0.0	7.952352437628117;0.0	9.172165921337653;0.0	7.463809676778172;0.0	
8.76837775673325;0.0	8.552595201171226;0.0	6.499482035309073;0.0	7.312280516448636;0.0	6.08172129551671;0.0	
8.021856748304781;0.0	7.984312589011473;0.0	7.0335241651202605;0.0	7.452042923216027;0.0	6.663260850902871;0.0	
8.65476469147879;0.0	9.196730354391326;0.0	8.103834684097261;0.0	8.916377463997968;0.0	8.398461251824948;0.0	
8.67792669772125;0.0	9.708956275118274;0.0	8.075616639084124;0.0	7.618243119086934;0.0	7.189469579458879;0.0	
7.656071138913952;0.0	9.65827140974379;0.0	8.063496982946889;0.0	7.153801362486135;0.0	6.583588362612044;0.0	
8.23287929829327;0.0	9.182601216198464;0.0	7.9428765552685565;0.0	7.2427487977202505;0.0	6.837294136959006;0.0	
8.449424375547537;0.0	8.461605112036501;0.0	6.204262703524514;0.0	6.2750258490216195;0.0	5.761379994458945;0.0	
6.380292944999668;0.0	8.499335356329572;0.0	6.683195549128515;0.0	5.667617867118617;0.0	6.299127533626058;0.0	
10.028989635629873;0.0	10.575009528372325;0.0	8.586236881012997;0.0	8.418246749788121;0.0	8.435100244380749;0.0	
8.244791282966688;0.0	9.667507376393804;0.0	7.933987895403752;0.0	6.708955630240817;0.0	6.830938298187296;0.0	
9.102981864954941;0.0	9.297715470261066;0.0	8.525770997226932;0.0	7.916315455350287;0.0	6.287199199649463;0.0	
9.985056403174791;0.0	9.808809501047886;0.0	9.155176775177246;0.0	9.311722397054794;0.0	7.358220214715396;0.0	
8.969234113862655;0.0	9.80774888456296;0.0	9.463154738191365;0.0	9.126507947464754;0.0	7.279296348964273;0.0	
8.782795137576327;0.0	9.663052895644094;0.0	8.320888642563085;0.0	8.091245597581828;0.0	8.27685888934761;0.0	
8.077224843037259;0.0	8.282333440623324;0.0	7.2920011466568475;0.0	6.922026877975586;0.0	6.955571122147264;0.0	
8.493936436819633;0.0	8.407510439479992;0.0	6.989319543439036;0.0	6.382670306400905;0.0	5.692184263095797;0.0	
10.150557272906322;0.0	10.86859660072841;0.0	8.7753766310639;0.0	9.18019538219047;0.0	6.9236351110643835;0.0	
8.839945659467409;0.0	10.499867705439472;0.0	9.979007894938452;0.0	8.868686053081872;0.0	7.407287103992961;0.0	
10.711242654870993;0.0	10.396398162540361;0.0	9.972502562741973;0.0	7.175770890742595;0.0	6.692475714692271;0.0	
9.45646419798245;0.0	10.465666915817824;0.0	8.606776595615761;0.0	8.621072601715102;0.0	8.422260648189157;0.0	
8.075055762078522;0.0	10.465173264161148;0.0	8.2322051782493;0.0	6.695133027585067;0.0	8.328309971344572;0.0	
9.593142175770573;0.0	10.296979059666125;0.0	8.659006802075867;0.0	7.812905962674672;0.0	8.612285949213888;0.0	
8.774721532868645;0.0	8.146390919397705;0.0	7.038453017991027;0.0	6.905684709808868;0.0	6.98663097071441;0.0	
7.0040237359110895;0.0	8.456147895235764;0.0	6.963076744475944;0.0	6.58481427186954;0.0	5.979730682828479;0.0	
7.692237424564398;0.0	9.629542649927384;0.0	8.372150518346997;0.0	8.55894408269585;0.0	8.258729678826482;0.0	
7.615425692603762;0.0	9.424616512724556;0.0	8.842702135352488;0.0	8.526773917461638;0.0	7.712882033230173;0.0	
7.361330401633096;0.0	9.41870888401012;0.0	8.544766809572737;0.0	7.669841294966693;0.0	7.298706556661951;0.0	
6.7975149481985015;0.0	8.971778904737876;0.0	8.240737005005506;0.0	7.532356188130802;0.0	7.793591179472702;0.0	
